id,name,style,brewery_id,ounces,brewery_id,brewery_name,city,state
2058,"Palate Mallet","American Double / Imperial IPA",235,12,235,"Back East Brewing Company",Bloomfield," CT"
2059,"UFO Gingerland","Herbed / Spiced Beer",234,12,234,"Harpoon Brewery",Boston," MA"
2060,"Weize Guy",Hefeweizen,233,12,233,"Joseph James Brewing Company",Henderson," NV"
2061,"Big Blue Van","Fruit / Vegetable Beer",232,16,232,"College Street Brewhouse and Pub","Lake Havasu City"," AZ"
2062,"Noche Dulce","American Porter",231,16,231,"Borderlands Brewing Company",Tucson," AZ"
2063,"Count Hopula (Vault Series)","American Double / Imperial IPA",30,16,30,"SanTan Brewing Company",Chandler," AZ"
2064,"Fisherman's Brew","American Amber / Red Ale",230,12,230,"Cape Ann Brewing Company",Gloucester," MA"
2065,"Fisherman's Pils","German Pilsener",230,12,230,"Cape Ann Brewing Company",Gloucester," MA"
2066,"Fisherman's IPA","American IPA",230,12,230,"Cape Ann Brewing Company",Gloucester," MA"
2067,"Dead-Eye DIPA","American Double / Imperial IPA",230,16,230,"Cape Ann Brewing Company",Gloucester," MA"
2068,"Imperial Pumpkin Stout","Pumpkin Ale",230,16,230,"Cape Ann Brewing Company",Gloucester," MA"
2069,"Slow Ride","American Pale Ale (APA)",184,12,184,"Oasis Texas Brewing Company",Austin," TX"
2070,"Luchesa Lager","Keller Bier / Zwickel Bier",184,12,184,"Oasis Texas Brewing Company",Austin," TX"
2071,"London Homesick Ale","English Bitter",184,12,184,"Oasis Texas Brewing Company",Austin," TX"
2072,MCA,"American IPA",24,16,24,"Burn 'Em Brewing","Michigan City"," IN"
2073,"Winter Warmer (Vault Series)","Winter Warmer",30,16,30,"SanTan Brewing Company",Chandler," AZ"
2074,"Pine Knob Pilsner","Czech Pilsener",229,16,229,"Rochester Mills Brewing Company",Rochester," MI"
2075,"Cedar Point","American Amber / Red Ale",228,12,228,"Geneva Lake Brewing Company","Lake Geneva"," WI"
2076,"Boathouse Blonde","American Blonde Ale",228,12,228,"Geneva Lake Brewing Company","Lake Geneva"," WI"
2077,"No Wake IPA","American IPA",228,12,228,"Geneva Lake Brewing Company","Lake Geneva"," WI"
2078,"Stone of Arbroath","Scotch Ale / Wee Heavy",227,12,227,"DC Brau Brewing Company",Washington," DC"
2079,Oktoberfest,"Märzen / Oktoberfest",226,16,226,"Chatham Brewing",Chatham," NY"
2080,"8 Barrel","American Strong Ale",226,16,226,"Chatham Brewing",Chatham," NY"
2081,"Port Barrel Wee Mac ","Scotch Ale / Wee Heavy",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2082,"Whip Fight","Scotch Ale / Wee Heavy",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2084,"PV Muckle (2013)","Scotch Ale / Wee Heavy",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2085,"Hop Up Offa That Brett (2014)","Belgian Pale Ale",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2086,"W.I.P.A Snappa","Belgian IPA",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2087,"Blood Orange Wit",Witbier,225,16,225,"Refuge Brewery",Temecula," CA"
2088,"Hop Stalker Fresh Hop IPA","American IPA",224,16,224,"Fat Head's Brewery","Middleburg Heights"," OH"
2089,"Trail Head","American Pale Ale (APA)",224,12,224,"Fat Head's Brewery","Middleburg Heights"," OH"
2090,Bengali,"American IPA",46,24,46,"Sixpoint Craft Ales",Brooklyn," NY"
2091,Mela,"Belgian Dark Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2092,BRIPA,"Belgian IPA",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2093,"Pleasure Town","American IPA",223,12,223,"Midnight Sun Brewing Company",Anchorage," AK"
2094,Epitome,"American Black Ale",222,16,222,"Carton Brewing Company","Atlantic Highlands"," NJ"
2095,Wavemaker,"American Amber / Red Ale",221,12,221,"Big Storm Brewing Company",Odessa," FL"
2096,"Arcus IPA","American IPA",221,12,221,"Big Storm Brewing Company",Odessa," FL"
2097,"Garce Selé","Saison / Farmhouse Ale",177,12,177,"18th Street Brewery",Gary," IN"
2098,"Regional Ring Of Fire","Saison / Farmhouse Ale",177,12,177,"18th Street Brewery",Gary," IN"
2099,"Sophomoric Saison","Saison / Farmhouse Ale",177,12,177,"18th Street Brewery",Gary," IN"
2100,"Yard Sale Winter Lager","American Amber / Red Lager",159,12,159,"Uinta Brewing Company","Salt Lake City"," UT"
2101,"Smoky Wheat",Rauchbier,10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2102,"Brotherhood Steam","California Common / Steam Beer",35,12,35,"Anchor Brewing Company","San Francisco"," CA"
2103,"California Lager","American Amber / Red Lager",35,12,35,"Anchor Brewing Company","San Francisco"," CA"
2104,"Aprè Shred","American Strong Ale",220,16,220,"Big Choice Brewing",Broomfield," CO"
2105,"Even Keel","American IPA",34,12,34,"Ballast Point Brewing Company","San Diego"," CA"
2106,"King Coconut","American Porter",96,12,96,"Catawba Valley Brewing Company",Morganton," NC"
2107,"Plum St. Porter","American Porter",219,12,219,"Bozeman Brewing Company",Bozeman," MT"
2108,"Laughing Dog Cream Ale","Cream Ale",218,12,218,"Laughing Dog Brewing Company",Ponderay," ID"
2109,"Freedom Fries","American Stout",175,16,175,"Spiteful Brewing Company",Chicago," IL"
2110,"1916 Shore Shiver","American IPA",217,12,217,"Forgotten Boardwalk","Cherry Hill"," NJ"
2111,"What the Butler Saw",Witbier,217,12,217,"Forgotten Boardwalk","Cherry Hill"," NJ"
2112,Atalanta,"Saison / Farmhouse Ale",216,12,216,"Orpheus Brewing",Atlanta," GA"
2113,"Lyric Ale","Saison / Farmhouse Ale",216,12,216,"Orpheus Brewing",Atlanta," GA"
2115,"Point Special Lager","American Adjunct Lager",131,16,131,"Stevens Point Brewery","Stevens Point"," WI"
2116,Brutus,"English India Pale Ale (IPA)",215,12,215,"Texian Brewing Co.",Richmond," TX"
2117,"Broken Bridge",Dunkelweizen,215,12,215,"Texian Brewing Co.",Richmond," TX"
2118,"Battle LIne","American Brown Ale",215,12,215,"Texian Brewing Co.",Richmond," TX"
2119,"First Stand","Saison / Farmhouse Ale",215,12,215,"Texian Brewing Co.",Richmond," TX"
2120,"The Imperial Texan","American Double / Imperial IPA",161,16,161,"Martin House Brewing Company","Fort Worth"," TX"
2121,"Point Special (2012)","American Adjunct Lager",131,12,131,"Stevens Point Brewery","Stevens Point"," WI"
2122,"Point Special (2013)","American Adjunct Lager",131,12,131,"Stevens Point Brewery","Stevens Point"," WI"
2123,"More Cowbell","American Double / Imperial IPA",214,16,214,"Buffalo Bayou Brewing Company",Houston," TX"
2124,"Summer's Wit",Witbier,214,12,214,"Buffalo Bayou Brewing Company",Houston," TX"
2125,1836,"American Blonde Ale",214,12,214,"Buffalo Bayou Brewing Company",Houston," TX"
2126,"Lakefire Rye Pale Ale","American Pale Ale (APA)",213,12,213,"Grapevine Craft Brewery","Farmers Branch"," TX"
2127,"Sir William's English Brown Ale","English Brown Ale",213,12,213,"Grapevine Craft Brewery","Farmers Branch"," TX"
2129,"Monarch Classic American Wheat","American Pale Wheat Ale",213,12,213,"Grapevine Craft Brewery","Farmers Branch"," TX"
2131,"Cone Crusher","American Double / Imperial IPA",177,12,177,"18th Street Brewery",Gary," IN"
2132,Dad,"American Amber / Red Ale",93,12,93,"Rhinegeist Brewery",Cincinnati," OH"
2133,"Thunder Snow","Winter Warmer",91,12,91,"Madtree Brewing Company",Cincinnati," OH"
2134,"Angry Adam","American Amber / Red Ale",175,16,175,"Spiteful Brewing Company",Chicago," IL"
2135,"Working for the Weekend","American Double / Imperial IPA",175,16,175,"Spiteful Brewing Company",Chicago," IL"
2136,"God Damn Pigeon Porter","American Porter",175,16,175,"Spiteful Brewing Company",Chicago," IL"
2137,"Wizard Burial Ground","Quadrupel (Quad)",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2138,"Grind Line","American Pale Ale (APA)",124,16,124,"Griffin Claw Brewing Company",Birmingham," MI"
2139,"Norm's Raggedy Ass IPA","American IPA",124,16,124,"Griffin Claw Brewing Company",Birmingham," MI"
2140,"El Rojo","American Amber / Red Ale",124,16,124,"Griffin Claw Brewing Company",Birmingham," MI"
2141,"Grand Trunk Bohemian Pils","Czech Pilsener",124,16,124,"Griffin Claw Brewing Company",Birmingham," MI"
2142,"Screamin’ Pumpkin","Pumpkin Ale",124,16,124,"Griffin Claw Brewing Company",Birmingham," MI"
2143,"3 Scrooges","Winter Warmer",124,16,124,"Griffin Claw Brewing Company",Birmingham," MI"
2144,"Robert Earl Keen Honey Pils","American Pilsner",187,12,187,"Pedernales Brewing Company",Fredericksburg," TX"
2145,"Red Water Irish Style Red","American Amber / Red Ale",212,12,212,"Crow Peak Brewing Company",Spearfish," SD"
2146,"#004 Session I.P.A.","American IPA",211,12,211,"Wisconsin Brewing Company",Verona," WI"
2147,"#003 Brown & Robust Porter","American Porter",211,12,211,"Wisconsin Brewing Company",Verona," WI"
2148,"#002 American I.P.A.","American IPA",211,12,211,"Wisconsin Brewing Company",Verona," WI"
2149,"#001 Golden Amber Lager","American Amber / Red Lager",211,12,211,"Wisconsin Brewing Company",Verona," WI"
2150,"Beyond The Pale IPA","American IPA",131,12,131,"Stevens Point Brewery","Stevens Point"," WI"
2151,"Onyx Black Ale","American Black Ale",131,12,131,"Stevens Point Brewery","Stevens Point"," WI"
2153,"North Third Stout","Foreign / Export Stout",12,12,12,"Blackrocks Brewery",Marquette," MI"
2154,"Aurora ","American Amber / Red Ale",209,16,209,"Modern Times Beer","San Diego"," CA"
2155,Smittytown,"Extra Special / Strong Bitter (ESB)",210,12,210,"Temperance Beer Company",Evanston," IL"
2156,Oneida,"American Pale Ale (APA)",209,16,209,"Modern Times Beer","San Diego"," CA"
2157,"Booming Rollers","American IPA",209,16,209,"Modern Times Beer","San Diego"," CA"
2158,"3:33 Black IPA","American IPA",24,16,24,"Burn 'Em Brewing","Michigan City"," IN"
2159,"City of the Sun","American IPA",209,16,209,"Modern Times Beer","San Diego"," CA"
2160,"Joey Wheat","American Pale Wheat Ale",24,16,24,"Burn 'Em Brewing","Michigan City"," IN"
2162,"Lewbricator Wheat Dopplebock ",Doppelbock,208,12,208,"Kalona Brewing Company",Kalona," IA"
2163,"Sucha Much IPA","American IPA",208,12,208,"Kalona Brewing Company",Kalona," IA"
2164,Cowbell,"American Porter",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2166,"Dream Crusher Double IPA","American Double / Imperial IPA",127,12,127,"Deep Ellum Brewing Company",Dallas," TX"
2167,"Evil Owl","American Amber / Red Ale",207,12,207,"Branchline Brewing Company","San Antonio"," TX"
2168,"Amazon Princess IPA","American IPA",205,12,205,"People's Brewing Company",Lafayette," IN"
2169,Rhubarbarian,Cider,154,12,154,"2 Towns Ciderhouse",Corvallis," OR"
2170,"Cherried Away",Cider,154,12,154,"2 Towns Ciderhouse",Corvallis," OR"
2171,"The Optimist","American IPA",206,12,206,"Fort George Brewery",Astoria," OR"
2172,"Quick WIT","Belgian Pale Ale",206,12,206,"Fort George Brewery",Astoria," OR"
2175,"Mound Builder IPA","American IPA",205,12,205,"People's Brewing Company",Lafayette," IN"
2176,"Mauna Kea Pale Ale","American Pale Ale (APA)",203,12,203,"Mehana Brewing Co.",Hilo," HI"
2177,"Volcano Red Ale","American Amber / Red Ale",203,12,203,"Mehana Brewing Co.",Hilo," HI"
2178,"Hawaiian Crow Porter","American Porter",203,12,203,"Mehana Brewing Co.",Hilo," HI"
2179,"Southern Cross","Flanders Red Ale",204,19.2,204,"Hawai'i Nui Brewing Co.",Hilo," HI"
2180,"Hapa Brown Ale","American Brown Ale",204,12,204,"Hawai'i Nui Brewing Co.",Hilo," HI"
2181,"Hapa Brown Ale","American Brown Ale",204,19.2,204,"Hawai'i Nui Brewing Co.",Hilo," HI"
2182,"Sunset Amber","American Pale Ale (APA)",204,12,204,"Hawai'i Nui Brewing Co.",Hilo," HI"
2183,"Kaua'i Golden Ale","American Blonde Ale",204,12,204,"Hawai'i Nui Brewing Co.",Hilo," HI"
2184,"Humpback Blonde Ale","American Blonde Ale",203,12,203,"Mehana Brewing Co.",Hilo," HI"
2185,"Tsunami IPA","American IPA",203,12,203,"Mehana Brewing Co.",Hilo," HI"
2186,"Tsunami IPA","American IPA",203,19.2,203,"Mehana Brewing Co.",Hilo," HI"
2187,"Celestial Meridian Cascadian Dark Lager","Euro Dark Lager",116,12,116,"Base Camp Brewing Co.",Portland," OR"
2188,"Lost Meridian Wit",Witbier,116,12,116,"Base Camp Brewing Co.",Portland," OR"
2189,"In-Tents India Pale Lager","American Pale Lager",116,12,116,"Base Camp Brewing Co.",Portland," OR"
2190,"Campside Session IPA","American IPA",202,16,202,"Upland Brewing Company",Bloomington," IN"
2191,"Loki Red Ale","American Amber / Red Ale",201,16,201,"Fearless Brewing Company",Estacada," OR"
2192,"Occidental Hefeweizen","American Pale Wheat Ale",200,16,200,"Occidental Brewing Company",Portland," OR"
2193,"Abominable Winter Ale","American Strong Ale",80,16,80,"Hopworks Urban Brewery",Portland," OR"
2194,"Worthy IPA","American IPA",199,12,199,"Worthy Brewing Company",Bend," OR"
2195,"Double D Blonde","American Blonde Ale",198,12,198,"Hop Valley Brewing Company",Springfield," OR"
2196,"Couch Select Lager","American Pale Lager",197,12,197,"Burnside Brewing Co.",Portland," OR"
2197,"Rubberneck Red","American Amber / Red Ale",161,16,161,"Martin House Brewing Company","Fort Worth"," TX"
2198,"Goose Island India Pale Ale","American IPA",196,12,196,"Goose Island Brewery Company",Chicago," IL"
2199,"Hopworks IPA","American IPA",80,16,80,"Hopworks Urban Brewery",Portland," OR"
2200,"Survival Stout","American Stout",80,16,80,"Hopworks Urban Brewery",Portland," OR"
2201,"312 Urban Wheat Ale","American Pale Wheat Ale",88,16,88,"Goose Island Brewing Company",Chicago," IL"
2202,"312 Urban Pale Ale","American Pale Ale (APA)",88,12,88,"Goose Island Brewing Company",Chicago," IL"
2203,"Sunshine Pils","American Pilsner",97,12,97,"Tröegs Brewing Company",Hershey," PA"
2204,"Post Time Kölsch",Kölsch,195,16,195,"Breakside Brewery",Portland," OR"
2205,"Mountain Rescue Pale Ale","American Pale Ale (APA)",194,12,194,"Goodlife Brewing Co.",Bend," OR"
2206,"Bitter Biker Double IPA","American Double / Imperial IPA",175,16,175,"Spiteful Brewing Company",Chicago," IL"
2207,"Golden One","Belgian Pale Ale",193,12,193,"Anthem Brewing Company","Oklahoma City"," OK"
2208,"Lil' Helper","American IPA",188,12,188,"Mother's Brewing",Springfield," MO"
2209,"Sol Drifter","American Blonde Ale",91,12,91,"Madtree Brewing Company",Cincinnati," OH"
2211,"White (2015)",Witbier,128,12,128,"Real Ale Brewing Company",Blanco," TX"
2212,"Twisted X","American Adjunct Lager",38,12,38,"Twisted X Brewing Company","Dripping Springs"," TX"
2213,"Native Amber","American Amber / Red Ale",182,16,182,"COOP Ale Works","Oklahoma City"," OK"
2214,"Horny Toad Cerveza","American Blonde Ale",182,16,182,"COOP Ale Works","Oklahoma City"," OK"
2215,"Java Mac","Scottish Ale",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2216,"Copperhead Amber","Belgian Dark Ale",27,16,27,"450 North Brewing Company",Columbus," IN"
2217,"Honey Kolsch",Kölsch,27,16,27,"450 North Brewing Company",Columbus," IN"
2218,Ironman,"English Strong Ale",27,16,27,"450 North Brewing Company",Columbus," IN"
2219,Scarecrow,"American IPA",27,16,27,"450 North Brewing Company",Columbus," IN"
2220,"Barn Yeti","Belgian Strong Dark Ale",27,16,27,"450 North Brewing Company",Columbus," IN"
2221,"Flyin' Rye","American IPA",94,16,94,"Warped Wing Brewing Company",Dayton," OH"
2222,"10 Ton","Oatmeal Stout",94,16,94,"Warped Wing Brewing Company",Dayton," OH"
2223,Ermal's,"Cream Ale",94,16,94,"Warped Wing Brewing Company",Dayton," OH"
2224,"Bohemian Pils","American Pilsner",143,16,143,"Narragansett Brewing Company",Providence," RI"
2225,"Lake House","Munich Helles Lager",192,12,192,"Capital Brewery",Middleton," WI"
2226,"Wisconsin Amber","Vienna Lager",192,12,192,"Capital Brewery",Middleton," WI"
2227,"Dark Voyage Black IPA (2013)","American Black Ale",192,12,192,"Capital Brewery",Middleton," WI"
2228,"Point Special","American Adjunct Lager",131,12,131,"Stevens Point Brewery","Stevens Point"," WI"
2229,"Pride of Texas Pale Ale","American Pale Ale (APA)",176,12,176,"Rahr & Sons Brewing Company","Fort Worth"," TX"
2230,"Ranger IPA","American IPA",82,12,82,"New Belgium Brewing Company","Fort Collins"," CO"
2231,"American Light","Light Lager",129,12,129,"Straub Brewery","St Mary's"," PA"
2232,"American Amber","American Amber / Red Lager",129,12,129,"Straub Brewery","St Mary's"," PA"
2233,"American Lager","American Adjunct Lager",129,12,129,"Straub Brewery","St Mary's"," PA"
2234,"Monarch Pilsner","American Pilsner",191,12,191,"Snake River Brewing Company",Jackson," WY"
2235,"Day Hike Session","American IPA",190,12,190,"Two Beers Brewing Company",Seattle," WA"
2236,Monkadelic,"American Pale Ale (APA)",189,12,189,"Modern Monks Brewery",Lincoln," NE"
2237,Towhead,"American Blonde Ale",188,12,188,"Mother's Brewing",Springfield," MO"
2238,"Lobo Lito","Light Lager",187,12,187,"Pedernales Brewing Company",Fredericksburg," TX"
2239,Torpedo,"American IPA",83,12,83,"Sierra Nevada Brewing Company",Chico," CA"
2240,"Rye Porter","American Porter",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2241,"Viking Ice Hole","Oatmeal Stout",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2242,"Gunga Din",Cider,186,16,186,"St. Julian Winery","Paw Paw"," MI"
2244,"Ginger Peach",Cider,185,16,185,"Vander Mill Ciders","Spring Lake"," MI"
2245,"Nunica Pine",Cider,185,16,185,"Vander Mill Ciders","Spring Lake"," MI"
2246,"Night Cat","American Dark Wheat Ale",74,12,74,"Two Brothers Brewing Company",Warrenville," IL"
2247,"Lake Monster","Baltic Porter",184,16,184,"Oasis Texas Brewing Company",Austin," TX"
2248,"Molotov Lite","American Double / Imperial IPA",173,16,173,"Evil Twin Brewing",Brooklyn," NY"
2249,Sanctified,"Belgian Strong Pale Ale",164,12,164,"Round Guys Brewing",Lansdale," PA"
2250,"Seventh Son of a Seventh Son","American Strong Ale",183,16,183,"Seventh Son Brewing Company",Columbus," OH"
2251,"Oak Cliff Coffee Ale","American Brown Ale",127,12,127,"Deep Ellum Brewing Company",Dallas," TX"
2252,"Gran Sport","American Porter",182,16,182,"COOP Ale Works","Oklahoma City"," OK"
2253,"Blonde Hunny","Belgian Pale Ale",181,12,181,"Wild Wolf Brewing Company",Nellysford," VA"
2254,"Salamander Slam","American IPA",180,16,180,"Frog Level Brewing Company",Waynesville," NC"
2255,"Santa's Secret","Winter Warmer",179,16,179,"Carolina Brewery",Pittsboro," NC"
2256,"Flower Child (2014)","American IPA",178,12,178,"Cambridge Brewing Company",Cambridge," MA"
2257,"Remain in Light","American Pilsner",178,12,178,"Cambridge Brewing Company",Cambridge," MA"
2258,Jade,"American Pale Ale (APA)",177,12,177,"18th Street Brewery",Gary," IN"
2259,Foreman,"American Porter",177,12,177,"18th Street Brewery",Gary," IN"
2260,"Lake Street Express","American Pale Ale (APA)",177,12,177,"18th Street Brewery",Gary," IN"
2261,"Black Exodus","Oatmeal Stout",177,12,177,"18th Street Brewery",Gary," IN"
2262,"Sex and Candy","American IPA",177,12,177,"18th Street Brewery",Gary," IN"
2263,Sinister,"American Double / Imperial IPA",177,12,177,"18th Street Brewery",Gary," IN"
2264,"Rise of the Phoenix","American IPA",177,12,177,"18th Street Brewery",Gary," IN"
2265,"Devil's Cup","American Pale Ale (APA)",177,12,177,"18th Street Brewery",Gary," IN"
2266,Rad,"Fruit / Vegetable Beer",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
2267,Walloon,"Saison / Farmhouse Ale",118,12,118,"Southern Star Brewing Company",Conroe," TX"
